Index #,Order ID,Year,Order Date,Ship Mode,Customer ID,Customer Name,Segment,Country,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,P_ID,Product_Name,Region
7841,US-2011-137869,2011,3/28/2011,Standard Class,CV-12295,Christina VanderZanden,Consumer,Bangladesh,Barisal,Furniture,Tables,1184.72,4,0,106.6248,P-1235,ITEM-1209,Southern
7842,CA-2013-116603,2013,7/18/2013,Standard Class,AT-10735,Annie Thurman,Consumer,Bangladesh,Bogura,Office Supplies,Appliances,45.96,2,0,13.788,P-0010,ITEM-0010,Northern
7843,CA-2011-158470,2011,4/19/2011,Second Class,AG-10390,Allen Goldenen,Consumer,Bangladesh,Gazipur,Office Supplies,Binders,58.05,3,0,26.703,P-0613,ITEM-0608,Central
7844,CA-2011-158470,2011,4/19/2011,Second Class,AG-10390,Allen Goldenen,Consumer,Bangladesh,Gazipur,Office Supplies,Paper,71.28,11,0,34.2144,P-0056,ITEM-0056,Central
7845,US-2014-123834,2014,7/22/2014,Standard Class,GM-14500,Gene McClure,Consumer,Bangladesh,Rajshahi,Furniture,Tables,124.404,4,0.3,-21.3264,P-0973,ITEM-0958,Northern
7846,CA-2012-125976,2012,9/27/2012,Standard Class,JK-15205,Jamie Kunitz,Consumer,Bangladesh,Gazipur,Office Supplies,Paper,154.9,5,0,69.705,P-1031,ITEM-1013,Central
7847,CA-2012-125976,2012,9/27/2012,Standard Class,JK-15205,Jamie Kunitz,Consumer,Bangladesh,Gazipur,Technology,Phones,1871.88,12,0,561.564,P-0496,ITEM-0491,Central
7848,CA-2013-128706,2013,2/27/2013,Standard Class,DW-13540,Don Weiss,Consumer,Bangladesh,Rajshahi,Furniture,Furnishings,16.192,2,0.6,-6.8816,P-1654,ITEM-1634,Northern
7849,CA-2013-104311,2013,5/3/2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Bangladesh,Rajshahi,Office Supplies,Storage,18.936,3,0.2,-3.7872,P-1556,ITEM-1535,Northern
7850,CA-2013-104311,2013,5/3/2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Bangladesh,Rajshahi,Office Supplies,Storage,12.672,3,0.2,-3.168,P-1506,ITEM-1484,Northern
7851,CA-2013-104311,2013,5/3/2013,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Bangladesh,Rajshahi,Office Supplies,Labels,5.04,2,0.2,1.764,P-0841,ITEM-0827,Northern
7852,CA-2011-169649,2011,12/9/2011,Standard Class,TS-21205,Thomas Seio,Corporate,Bangladesh,Rajbari,Office Supplies,Paper,8.448,2,0.2,2.9568,P-1715,ITEM-1693,Central
7853,CA-2011-169649,2011,12/9/2011,Standard Class,TS-21205,Thomas Seio,Corporate,Bangladesh,Rajbari,Office Supplies,Appliances,20.388,2,0.8,-53.0088,P-0544,ITEM-0539,Central
7854,CA-2012-144890,2012,12/25/2012,Standard Class,SM-20320,Sean Miller,Home Office,Bangladesh,Noakhali,Office Supplies,Paper,9.96,2,0,4.8804,P-1051,ITEM-1031,Eastern
7855,CA-2014-135587,2014,12/8/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,Bangladesh,Dinajpur,Office Supplies,Appliances,320.64,4,0,89.7792,P-1318,ITEM-1295,Northern
7856,CA-2014-135587,2014,12/8/2014,Standard Class,BH-11710,Brosina Hoffman,Consumer,Bangladesh,Dinajpur,Technology,Accessories,52,4,0,23.4,P-0198,ITEM-0197,Northern
7857,CA-2011-103429,2011,5/30/2011,First Class,LW-16825,Laurel Workman,Corporate,Bangladesh,Bogura,Office Supplies,Binders,25.584,2,0.2,8.9544,P-1400,ITEM-1378,Northern
7858,CA-2011-103429,2011,5/30/2011,First Class,LW-16825,Laurel Workman,Corporate,Bangladesh,Bogura,Technology,Phones,464,5,0,134.56,P-0919,ITEM-0902,Northern
7859,CA-2011-103429,2011,5/30/2011,First Class,LW-16825,Laurel Workman,Corporate,Bangladesh,Bogura,Office Supplies,Appliances,235.95,3,0,77.8635,P-1153,ITEM-1132,Northern
7860,CA-2011-103429,2011,5/30/2011,First Class,LW-16825,Laurel Workman,Corporate,Bangladesh,Bogura,Office Supplies,Paper,39.96,4,0,17.982,P-0992,ITEM-0975,Northern
7861,CA-2014-152261,2014,3/3/2014,Standard Class,JA-15970,Joseph Airdo,Consumer,Bangladesh,Chuadanga,Office Supplies,Binders,18.528,4,0.7,-12.352,P-1088,ITEM-1069,Southern
7862,CA-2012-142993,2012,10/12/2012,Standard Class,KA-16525,Kelly Andreada,Consumer,Bangladesh,Rangamati,Technology,Accessories,17.9,2,0,3.401,P-1045,ITEM-1025,Eastern
7863,CA-2012-142993,2012,10/12/2012,Standard Class,KA-16525,Kelly Andreada,Consumer,Bangladesh,Rangamati,Office Supplies,Storage,81.96,2,0,0,P-0357,ITEM-0353,Eastern
7864,CA-2012-143364,2012,7/14/2012,Second Class,TG-21310,Toby Gnade,Consumer,Bangladesh,Naogaon,Office Supplies,Storage,272.736,3,0.2,-64.7748,P-0419,ITEM-0414,Northern
7865,CA-2012-143364,2012,7/14/2012,Second Class,TG-21310,Toby Gnade,Consumer,Bangladesh,Naogaon,Office Supplies,Paper,18.496,4,0.2,6.7048,P-1829,ITEM-1808,Northern
7866,CA-2012-143364,2012,7/14/2012,Second Class,TG-21310,Toby Gnade,Consumer,Bangladesh,Naogaon,Furniture,Chairs,441.92,2,0.2,49.716,P-0158,ITEM-0157,Northern
7867,CA-2012-143364,2012,7/14/2012,Second Class,TG-21310,Toby Gnade,Consumer,Bangladesh,Naogaon,Furniture,Bookcases,127.764,6,0.7,-191.646,P-1545,ITEM-1524,Northern
7868,CA-2011-100972,2011,11/19/2011,Second Class,DB-13360,Dennis Bolton,Home Office,Bangladesh,Faridpur,Office Supplies,Paper,166.44,3,0,79.8912,P-0448,ITEM-1220,Central
7869,CA-2013-136994,2013,5/28/2013,Standard Class,LS-17245,Lynn Smith,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,13.38,2,0,6.1548,P-1071,ITEM-1051,Eastern
7870,US-2014-166233,2014,7/4/2014,Standard Class,MO-17950,Michael Oakman,Consumer,Bangladesh,Meherpur,Technology,Accessories,24,2,0.2,-2.7,P-0047,ITEM-0047,Southern
7871,CA-2014-122112,2014,9/26/2014,Standard Class,CA-11965,Carol Adams,Corporate,Bangladesh,Chuadanga,Office Supplies,Envelopes,24.448,4,0.2,8.8624,P-0662,ITEM-0656,Southern
7872,CA-2013-101672,2013,10/4/2013,Standard Class,DB-12910,Daniel Byrd,Home Office,Bangladesh,Noakhali,Office Supplies,Labels,6.16,2,0,2.9568,P-0642,ITEM-0636,Eastern
7873,CA-2013-101672,2013,10/4/2013,Standard Class,DB-12910,Daniel Byrd,Home Office,Bangladesh,Noakhali,Furniture,Chairs,915.136,4,0.2,102.9528,P-0121,ITEM-0121,Eastern
7874,CA-2013-101672,2013,10/4/2013,Standard Class,DB-12910,Daniel Byrd,Home Office,Bangladesh,Noakhali,Office Supplies,Paper,8.56,2,0,3.852,P-1533,ITEM-1512,Eastern
7875,CA-2013-101672,2013,10/4/2013,Standard Class,DB-12910,Daniel Byrd,Home Office,Bangladesh,Noakhali,Office Supplies,Paper,97.82,2,0,45.9754,P-1185,ITEM-1162,Eastern
7876,CA-2014-168403,2014,9/10/2014,Standard Class,DK-12835,Damala Kotsonis,Corporate,Bangladesh,Mymensingh,Office Supplies,Paper,31.104,6,0.2,11.2752,P-0330,ITEM-0326,Central
7877,CA-2014-168403,2014,9/10/2014,Standard Class,DK-12835,Damala Kotsonis,Corporate,Bangladesh,Mymensingh,Office Supplies,Appliances,11.176,1,0.2,0.8382,P-1804,ITEM-1785,Central
7878,CA-2012-148705,2012,3/12/2012,Standard Class,EB-14170,Evan Bailliet,Consumer,Bangladesh,Meherpur,Office Supplies,Labels,5.04,2,0.2,1.764,P-1043,ITEM-1023,Southern
7879,CA-2013-160241,2013,11/30/2013,Second Class,DR-12940,Daniel Raglin,Home Office,Bangladesh,Rajbari,Furniture,Furnishings,242.176,4,0.6,-302.72,P-1815,ITEM-1796,Central
7880,CA-2013-155747,2013,6/15/2013,Standard Class,JS-15685,Jim Sink,Corporate,Bangladesh,Panchagarh,Furniture,Tables,337.176,2,0.4,-118.0116,P-1661,ITEM-1640,Northern
7881,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Office Supplies,Art,13.344,6,0.2,1.0008,P-0450,ITEM-0445,Northern
7882,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Technology,Accessories,76.752,6,0.2,10.5534,P-1098,ITEM-1079,Northern
7883,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Technology,Accessories,102.336,8,0.2,14.0712,P-1098,ITEM-1079,Northern
7884,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Office Supplies,Paper,10.32,2,0.2,3.741,P-1409,ITEM-1387,Northern
7885,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Office Supplies,Supplies,47.32,7,0.2,5.915,P-1567,ITEM-1549,Northern
7886,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Furniture,Furnishings,23.376,3,0.2,7.0128,P-0222,ITEM-0034,Northern
7887,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Furniture,Furnishings,16.72,5,0.2,3.344,P-1007,ITEM-0990,Northern
7888,CA-2014-118017,2014,12/4/2014,Second Class,LC-16870,Lena Cacioppo,Consumer,Bangladesh,Natore,Furniture,Furnishings,16.192,1,0.2,4.6552,P-1654,ITEM-1634,Northern
7889,CA-2013-113117,2013,8/17/2013,Standard Class,JP-15520,Jeremy Pistek,Consumer,Bangladesh,Noakhali,Office Supplies,Paper,32.4,5,0,15.552,P-0713,ITEM-0705,Eastern
7890,CA-2013-148684,2013,12/26/2013,Standard Class,TS-21655,Trudy Schmidt,Consumer,Bangladesh,Munshiganj,Office Supplies,Art,19.89,9,0,5.3703,P-0454,ITEM-0450,Central
7891,CA-2013-148684,2013,12/26/2013,Standard Class,TS-21655,Trudy Schmidt,Consumer,Bangladesh,Munshiganj,Technology,Accessories,399.98,2,0,171.9914,P-0652,ITEM-0646,Central
7892,CA-2013-148684,2013,12/26/2013,Standard Class,TS-21655,Trudy Schmidt,Consumer,Bangladesh,Munshiganj,Furniture,Furnishings,343.85,5,0,137.54,P-0569,ITEM-0564,Central
7893,CA-2013-148684,2013,12/26/2013,Standard Class,TS-21655,Trudy Schmidt,Consumer,Bangladesh,Munshiganj,Office Supplies,Paper,106.32,3,0,49.9704,P-1734,ITEM-1713,Central
7894,CA-2014-125367,2014,7/24/2014,Standard Class,NM-18445,Nathan Mautz,Home Office,Bangladesh,Bogura,Office Supplies,Binders,13.92,3,0.2,4.35,P-0327,ITEM-0324,Northern
7895,CA-2014-124744,2014,6/22/2014,Standard Class,EH-14125,Eugene Hildebrand,Home Office,Bangladesh,Bagerhat,Office Supplies,Binders,82.4,5,0,40.376,P-0092,ITEM-0092,Southern
7896,CA-2014-124744,2014,6/22/2014,Standard Class,EH-14125,Eugene Hildebrand,Home Office,Bangladesh,Bagerhat,Office Supplies,Binders,6.24,2,0,3.0576,P-0745,ITEM-0736,Southern
7897,CA-2014-124744,2014,6/22/2014,Standard Class,EH-14125,Eugene Hildebrand,Home Office,Bangladesh,Bagerhat,Office Supplies,Paper,447.84,8,0,219.4416,P-0315,ITEM-0362,Southern
7898,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Office Supplies,Appliances,272.048,7,0.2,30.6054,P-0536,ITEM-0531,Northern
7899,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Office Supplies,Binders,1614.582,6,0.7,-1237.8462,P-1177,ITEM-1154,Northern
7900,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Office Supplies,Fasteners,24.32,5,0.2,9.12,P-0830,ITEM-0034,Northern
7901,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Technology,Accessories,1.584,2,0.2,0.4752,P-1426,ITEM-1405,Northern
7902,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Furniture,Furnishings,31.984,1,0.2,0,P-0893,ITEM-0877,Northern
7903,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Office Supplies,Envelopes,14.76,5,0.2,4.797,P-0437,ITEM-0432,Northern
7904,CA-2014-128363,2014,8/14/2014,Standard Class,DC-12850,Dan Campbell,Consumer,Bangladesh,Kurigram,Furniture,Chairs,423.648,2,0.2,47.6604,P-1803,ITEM-1784,Northern
7905,CA-2012-126669,2012,11/7/2012,Standard Class,DO-13645,Doug O'Connell,Consumer,Bangladesh,Rajshahi,Office Supplies,Paper,76.64,2,0.2,26.824,P-1053,ITEM-1033,Northern
7906,US-2012-118766,2012,10/15/2012,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Bangladesh,Rajshahi,Office Supplies,Envelopes,4.464,1,0.2,1.674,P-0408,ITEM-0034,Northern
7907,US-2012-118766,2012,10/15/2012,Standard Class,LS-16975,Lindsay Shagiari,Home Office,Bangladesh,Rajshahi,Office Supplies,Binders,3.96,10,0.8,-6.93,P-0923,ITEM-0906,Northern
7908,CA-2013-112585,2013,7/31/2013,First Class,RW-19630,Rob Williams,Corporate,Bangladesh,Noakhali,Office Supplies,Appliances,715.64,2,0,178.91,P-0848,ITEM-0834,Eastern
7909,CA-2013-149762,2013,12/4/2013,Standard Class,RD-19720,Roger Demir,Consumer,Bangladesh,Noakhali,Furniture,Tables,268.704,3,0.2,6.7176,P-0824,ITEM-0812,Eastern
7910,CA-2013-149762,2013,12/4/2013,Standard Class,RD-19720,Roger Demir,Consumer,Bangladesh,Noakhali,Office Supplies,Art,21.92,8,0,5.9184,P-0449,ITEM-0444,Eastern
7911,CA-2013-149762,2013,12/4/2013,Standard Class,RD-19720,Roger Demir,Consumer,Bangladesh,Noakhali,Office Supplies,Storage,48.72,3,0,7.308,P-0721,ITEM-0713,Eastern
7912,CA-2013-149762,2013,12/4/2013,Standard Class,RD-19720,Roger Demir,Consumer,Bangladesh,Noakhali,Furniture,Bookcases,205.666,2,0.15,-12.098,P-0431,ITEM-0426,Eastern
7913,CA-2013-167605,2013,4/29/2013,Second Class,RB-19570,Rob Beeghly,Consumer,Bangladesh,Rajbari,Furniture,Furnishings,30.344,2,0.6,-31.8612,P-0768,ITEM-0760,Central
7914,US-2014-105697,2014,8/26/2014,First Class,JE-15715,Joe Elijah,Consumer,Bangladesh,Chuadanga,Office Supplies,Storage,25.696,2,0.2,1.9272,P-1230,ITEM-1204,Southern
7915,CA-2014-165323,2014,6/18/2014,Standard Class,SR-20740,Steven Roelle,Home Office,Bangladesh,Bogura,Technology,Machines,3404.5,5,0,1668.205,P-1830,ITEM-1809,Northern
7916,CA-2014-165323,2014,6/18/2014,Standard Class,SR-20740,Steven Roelle,Home Office,Bangladesh,Bogura,Technology,Accessories,101.34,3,0,8.1072,P-1736,ITEM-1716,Northern
7917,CA-2012-110891,2012,11/20/2012,Standard Class,PO-19195,Phillina Ober,Home Office,Bangladesh,Panchagarh,Furniture,Chairs,344.372,4,0.3,-93.4724,P-0813,ITEM-0802,Northern
7918,CA-2014-100783,2014,9/5/2014,Second Class,JK-16120,Julie Kriz,Home Office,Bangladesh,Rajshahi,Office Supplies,Art,30.384,1,0.2,3.798,P-0109,ITEM-0109,Northern
7919,CA-2012-152513,2012,7/4/2012,Second Class,JP-16135,Julie Prescott,Home Office,Bangladesh,Noakhali,Office Supplies,Binders,22.848,2,0.2,7.4256,P-0277,ITEM-0274,Eastern
7920,CA-2014-139822,2014,9/16/2014,Standard Class,Dp-13240,Dean percer,Home Office,Bangladesh,Habiganj,Office Supplies,Storage,38.62,2,0,10.8136,P-1221,ITEM-1196,Eastern
7921,CA-2014-139822,2014,9/16/2014,Standard Class,Dp-13240,Dean percer,Home Office,Bangladesh,Habiganj,Technology,Accessories,59.98,2,0,10.7964,P-1601,ITEM-1584,Eastern
7922,CA-2014-107713,2014,3/14/2014,Standard Class,JB-16000,Joy Bell-,Consumer,Bangladesh,Narsingdi,Office Supplies,Binders,174.3,3,0,81.921,P-0921,ITEM-0904,Central
7923,CA-2014-134096,2014,9/25/2014,Standard Class,PP-18955,Paul Prost,Home Office,Bangladesh,Narayanganj,Technology,Phones,383.96,5,0.2,38.396,P-1486,ITEM-1464,Central
7924,CA-2014-134096,2014,9/25/2014,Standard Class,PP-18955,Paul Prost,Home Office,Bangladesh,Narayanganj,Office Supplies,Binders,15.57,3,0.7,-11.418,P-0154,ITEM-0153,Central
7925,CA-2013-125843,2013,8/14/2013,First Class,RF-19840,Roy Französisch,Consumer,Bangladesh,Gazipur,Office Supplies,Binders,22.32,4,0,10.7136,P-0079,ITEM-0079,Central
7926,CA-2013-125843,2013,8/14/2013,First Class,RF-19840,Roy Französisch,Consumer,Bangladesh,Gazipur,Office Supplies,Labels,103.6,7,0,51.8,P-0430,ITEM-0425,Central
7927,CA-2014-120404,2014,11/21/2014,Second Class,KH-16330,Katharine Harms,Corporate,Bangladesh,Bogura,Technology,Accessories,2.97,3,0,1.3365,P-1431,ITEM-1410,Northern
7928,CA-2014-120404,2014,11/21/2014,Second Class,KH-16330,Katharine Harms,Corporate,Bangladesh,Bogura,Technology,Phones,569.99,1,0,170.997,P-0433,ITEM-0428,Northern
7929,CA-2014-120404,2014,11/21/2014,Second Class,KH-16330,Katharine Harms,Corporate,Bangladesh,Bogura,Furniture,Furnishings,50.97,3,0,9.1746,P-1794,ITEM-1775,Northern
7930,CA-2014-167549,2014,7/26/2014,First Class,EM-14200,Evan Minnotte,Home Office,Bangladesh,Rajshahi,Furniture,Tables,298.116,6,0.3,-4.2588,P-1170,ITEM-1148,Northern
7931,CA-2013-120082,2013,3/26/2013,Second Class,DK-12835,Damala Kotsonis,Corporate,Bangladesh,Bogura,Office Supplies,Art,59.52,3,0,17.856,P-1042,ITEM-1022,Northern
7932,US-2013-168095,2013,7/16/2013,Standard Class,MC-17425,Mark Cousins,Corporate,Bangladesh,Mymensingh,Furniture,Chairs,230.28,3,0.2,23.028,P-0371,ITEM-0367,Central
7933,US-2013-168095,2013,7/16/2013,Standard Class,MC-17425,Mark Cousins,Corporate,Bangladesh,Mymensingh,Office Supplies,Paper,105.52,5,0.2,34.294,P-0955,ITEM-0939,Central
7934,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Office Supplies,Envelopes,23.36,2,0,11.68,P-1041,ITEM-0034,Eastern
7935,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Technology,Phones,71.976,3,0.2,8.997,P-0994,ITEM-0977,Eastern
7936,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Office Supplies,Paper,8.56,2,0,3.852,P-1118,ITEM-1097,Eastern
7937,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Office Supplies,Binders,13.92,3,0.2,4.872,P-1459,ITEM-1436,Eastern
7938,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Office Supplies,Appliances,2518.29,9,0,654.7554,P-0138,ITEM-0138,Eastern
7939,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Office Supplies,Storage,540.57,3,0,140.5482,P-0735,ITEM-0727,Eastern
7940,CA-2014-166093,2014,8/18/2014,Standard Class,RW-19540,Rick Wilson,Corporate,Bangladesh,Noakhali,Office Supplies,Binders,221.056,8,0.2,77.3696,P-0656,ITEM-0650,Eastern
7941,CA-2013-146325,2013,12/15/2013,First Class,DS-13180,David Smith,Corporate,Bangladesh,Noakhali,Furniture,Chairs,81.424,2,0.2,-9.1602,P-0065,ITEM-0125,Eastern
7942,CA-2013-146325,2013,12/15/2013,First Class,DS-13180,David Smith,Corporate,Bangladesh,Noakhali,Office Supplies,Storage,134.8,10,0,35.048,P-0147,ITEM-0147,Eastern
7943,CA-2014-134194,2014,12/26/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,Bangladesh,Rajshahi,Office Supplies,Binders,39.582,9,0.8,-59.373,P-0716,ITEM-0708,Northern
7944,CA-2014-134194,2014,12/26/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,Bangladesh,Rajshahi,Office Supplies,Supplies,44.688,7,0.2,5.0274,P-1445,ITEM-0034,Northern
7945,CA-2014-134194,2014,12/26/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,Bangladesh,Rajshahi,Office Supplies,Art,31.744,2,0.2,2.3808,P-1501,ITEM-1480,Northern
7946,CA-2014-134194,2014,12/26/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,Bangladesh,Rajshahi,Office Supplies,Binders,40.98,5,0.8,-65.568,P-0801,ITEM-0791,Northern
7947,CA-2014-134194,2014,12/26/2014,Standard Class,GA-14725,Guy Armstrong,Consumer,Bangladesh,Rajshahi,Office Supplies,Binders,3.168,3,0.8,-5.0688,P-1086,ITEM-1067,Northern
7948,CA-2011-131009,2011,3/1/2011,Standard Class,SC-20380,Shahid Collister,Consumer,Bangladesh,Rajshahi,Office Supplies,Fasteners,18.84,5,0.2,-3.5325,P-1218,ITEM-1193,Northern
7949,CA-2011-131009,2011,3/1/2011,Standard Class,SC-20380,Shahid Collister,Consumer,Bangladesh,Rajshahi,Furniture,Chairs,362.25,6,0.3,0,P-0867,ITEM-0852,Northern
7950,CA-2011-131009,2011,3/1/2011,Standard Class,SC-20380,Shahid Collister,Consumer,Bangladesh,Rajshahi,Furniture,Furnishings,63.552,6,0.6,-34.9536,P-0751,ITEM-0742,Northern
7951,CA-2011-131009,2011,3/1/2011,Standard Class,SC-20380,Shahid Collister,Consumer,Bangladesh,Rajshahi,Office Supplies,Storage,129.552,3,0.2,-22.6716,P-0399,ITEM-0395,Northern
7952,CA-2012-145814,2012,11/19/2012,Standard Class,KD-16345,Katherine Ducich,Consumer,Bangladesh,Bogura,Office Supplies,Binders,5.984,2,0.2,2.244,P-1391,ITEM-1368,Northern
7953,CA-2012-145814,2012,11/19/2012,Standard Class,KD-16345,Katherine Ducich,Consumer,Bangladesh,Bogura,Technology,Phones,861.76,4,0,249.9104,P-0884,ITEM-1472,Northern
7954,CA-2011-138359,2011,4/1/2011,Standard Class,KH-16330,Katharine Harms,Corporate,Bangladesh,Khulna,Office Supplies,Storage,66.96,4,0,2.6784,P-1765,ITEM-1745,Southern
7955,CA-2011-138359,2011,4/1/2011,Standard Class,KH-16330,Katharine Harms,Corporate,Bangladesh,Khulna,Office Supplies,Binders,6.24,2,0,3.0576,P-0745,ITEM-0736,Southern
7956,CA-2014-131807,2014,10/6/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,Bangladesh,Noakhali,Furniture,Chairs,435.168,4,0.2,-59.8356,P-1350,ITEM-1327,Eastern
7957,CA-2014-131807,2014,10/6/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,Bangladesh,Noakhali,Office Supplies,Fasteners,14.9,5,0,6.854,P-0128,ITEM-0034,Eastern
7958,CA-2014-131807,2014,10/6/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,Bangladesh,Noakhali,Office Supplies,Appliances,15.8,4,0,4.108,P-1684,ITEM-1663,Eastern
7959,CA-2014-131807,2014,10/6/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,Bangladesh,Noakhali,Furniture,Furnishings,72.9,5,0,26.973,P-1475,ITEM-1453,Eastern
7960,CA-2014-131807,2014,10/6/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,Bangladesh,Noakhali,Furniture,Tables,206.352,3,0.2,5.1588,P-0839,ITEM-0825,Eastern
7961,CA-2014-131807,2014,10/6/2014,Standard Class,GG-14650,Greg Guthrie,Corporate,Bangladesh,Noakhali,Technology,Phones,7.992,1,0.2,2.6973,P-0313,ITEM-0310,Eastern
7962,CA-2014-104864,2014,11/19/2014,Second Class,JS-15685,Jim Sink,Corporate,Bangladesh,Narayanganj,Office Supplies,Storage,81.36,5,0.2,-19.323,P-1513,ITEM-1491,Central
7963,CA-2014-104864,2014,11/19/2014,Second Class,JS-15685,Jim Sink,Corporate,Bangladesh,Narayanganj,Office Supplies,Binders,20.232,8,0.7,-16.1856,P-0675,ITEM-0669,Central
7964,CA-2014-104864,2014,11/19/2014,Second Class,JS-15685,Jim Sink,Corporate,Bangladesh,Narayanganj,Office Supplies,Appliances,389.056,4,0.2,48.632,P-0167,ITEM-0166,Central
7965,CA-2014-104864,2014,11/19/2014,Second Class,JS-15685,Jim Sink,Corporate,Bangladesh,Narayanganj,Office Supplies,Paper,20.736,4,0.2,7.2576,P-1517,ITEM-1495,Central
7966,CA-2014-104864,2014,11/19/2014,Second Class,JS-15685,Jim Sink,Corporate,Bangladesh,Narayanganj,Office Supplies,Paper,41.472,8,0.2,14.5152,P-1166,ITEM-1144,Central
7967,CA-2012-138219,2012,3/23/2012,Standard Class,BP-11095,Bart Pistole,Corporate,Bangladesh,Noakhali,Office Supplies,Paper,33.36,4,0,16.68,P-1306,ITEM-1282,Eastern
7968,CA-2013-157707,2013,10/11/2013,First Class,CC-12610,Corey Catlett,Corporate,Bangladesh,Natore,Furniture,Bookcases,90.882,3,0.7,-190.8522,P-1831,ITEM-1810,Northern
7969,CA-2013-157707,2013,10/11/2013,First Class,CC-12610,Corey Catlett,Corporate,Bangladesh,Natore,Technology,Phones,15.992,1,0.2,-2.9985,P-1731,ITEM-1709,Northern
7970,CA-2013-157707,2013,10/11/2013,First Class,CC-12610,Corey Catlett,Corporate,Bangladesh,Natore,Furniture,Chairs,120.784,1,0.2,13.5882,P-0532,ITEM-0527,Northern
7971,US-2012-126753,2012,8/16/2012,Standard Class,SP-20860,Sung Pak,Corporate,Bangladesh,Panchagarh,Technology,Phones,519.792,4,0.4,-112.6216,P-1016,ITEM-0998,Northern
7972,US-2012-126753,2012,8/16/2012,Standard Class,SP-20860,Sung Pak,Corporate,Bangladesh,Panchagarh,Technology,Accessories,31.176,3,0.2,-5.4558,P-1422,ITEM-1401,Northern
7973,US-2012-126753,2012,8/16/2012,Standard Class,SP-20860,Sung Pak,Corporate,Bangladesh,Panchagarh,Office Supplies,Paper,10.368,2,0.2,3.6288,P-1291,ITEM-1268,Northern
7974,US-2012-126753,2012,8/16/2012,Standard Class,SP-20860,Sung Pak,Corporate,Bangladesh,Panchagarh,Office Supplies,Binders,2.724,2,0.7,-1.9068,P-0110,ITEM-0110,Northern
7975,US-2012-126753,2012,8/16/2012,Standard Class,SP-20860,Sung Pak,Corporate,Bangladesh,Panchagarh,Furniture,Furnishings,254.352,3,0.2,0,P-1061,ITEM-1041,Northern
7976,US-2012-126753,2012,8/16/2012,Standard Class,SP-20860,Sung Pak,Corporate,Bangladesh,Panchagarh,Office Supplies,Binders,3.762,3,0.7,-2.7588,P-0808,ITEM-0798,Northern
